HEADER
VTF File Version,1.1
VTF File Type,0
PID,2400847
Generated on,2022-10-21 10:09:00
Resolution,ms
Min Resolution,ns
Trace Version,1.1
TraceID,2400847
XRT Version,2022.1

STRUCTURE
Group_Start,OpenCL Host Trace
Group_Start,OpenCL API Calls
Dynamic_Row,1,General,API Events not associated with a Queue
Static_Row,2,Queue 0x5616b860e680,API events associated with the command queue
Group_End,OpenCL API Calls
Group_Start,Data Transfer
Dynamic_Row,3,Read,Read data transfers from global memory to host
Dynamic_Row,4,Write,Write data transfer from host to global memory
Dynamic_Row,5,Copy,Copy data transfers from global memory to global memory
Group_End,Data Transfer
Group_Start,Kernel Enqueues
Dynamic_Row_Summary,6,xilinx_u50_gen3x16_xdma_base_5:runOnfpga_hw:runOnfpga,Kernel Enqueue
Group_End,Kernel Enqueues
Group_End,OpenCL Host Trace

MAPPING
24,0:0:0
21,1:1:1
23,HBM[0]
27,HBM[1]
25,HBM[24]
32,HBM[25]
28,HBM[2]
17,HBM[30]
29,HBM[3]
30,HBM[4]
31,HBM[5]
9,clCreateBuffer
6,clCreateCommandQueue
5,clCreateContext
8,clCreateKernel
7,clCreateProgramWithBinary
14,clCreateSubBuffer
12,clEnqueueMigrateMemObjects
16,clEnqueueTask
3,clGetDeviceIDs
33,clGetEventProfilingInfo
1,clGetPlatformIDs
2,clGetPlatformInfo
36,clReleaseCommandQueue
37,clReleaseContext
38,clReleaseDevice
22,clReleaseEvent
34,clReleaseKernel
13,clReleaseMemObject
35,clReleaseProgram
4,clRetainDevice
15,clRetainEvent
11,clRetainMemObject
10,clSetKernelArg
26,clWaitForEvents
20,runOnfpga
39,runOnfpga_1
19,runOnfpga_hw
18,xilinx_u50_gen3x16_xdma_base_5

EVENTS
1,0,71.641717,1,OPENCL_API_CALL,1
2,1,71.650762,1,OPENCL_API_CALL,1
3,0,71.651973,1,OPENCL_API_CALL,1
4,3,71.652709,1,OPENCL_API_CALL,1
5,0,71.653268,1,OPENCL_API_CALL,2
6,5,71.654260,1,OPENCL_API_CALL,2
7,0,71.654854,1,OPENCL_API_CALL,2
8,7,71.655332,1,OPENCL_API_CALL,2
9,0,71.655943,1,OPENCL_API_CALL,3
10,9,71.657212,1,OPENCL_API_CALL,3
11,0,71.657749,1,OPENCL_API_CALL,3
12,11,71.658346,1,OPENCL_API_CALL,3
13,0,71.658934,1,OPENCL_API_CALL,4
14,13,71.659663,1,OPENCL_API_CALL,4
15,0,71.660079,1,OPENCL_API_CALL,4
16,15,71.660476,1,OPENCL_API_CALL,4
17,0,71.660872,1,OPENCL_API_CALL,5
18,17,75.184958,1,OPENCL_API_CALL,5
19,0,75.186501,1,OPENCL_API_CALL,6
20,19,75.190504,1,OPENCL_API_CALL,6
21,0,345.998850,1,OPENCL_API_CALL,7
22,21,6583.942299,1,OPENCL_API_CALL,7
23,0,6583.947086,1,OPENCL_API_CALL,8
24,23,6584.201111,1,OPENCL_API_CALL,8
25,0,6584.205748,1,OPENCL_API_CALL,9
26,25,6584.210216,1,OPENCL_API_CALL,9
27,0,6584.210737,1,OPENCL_API_CALL,9
28,27,6584.211522,1,OPENCL_API_CALL,9
29,0,6584.211807,1,OPENCL_API_CALL,9
30,29,6584.212376,1,OPENCL_API_CALL,9
31,0,6584.212864,1,OPENCL_API_CALL,10
32,31,6621.516006,1,OPENCL_API_CALL,10
33,0,6621.519199,1,OPENCL_API_CALL,10
34,33,6633.595142,1,OPENCL_API_CALL,10
35,0,6633.598098,1,OPENCL_API_CALL,10
36,35,6633.613567,1,OPENCL_API_CALL,10
37,0,6633.614228,1,OPENCL_API_CALL,11
38,37,6633.617018,1,OPENCL_API_CALL,11
39,0,6633.617709,1,OPENCL_API_CALL,11
40,39,6633.618389,1,OPENCL_API_CALL,11
41,0,6633.618741,1,OPENCL_API_CALL,11
42,41,6633.619417,1,OPENCL_API_CALL,11
43,0,6633.619824,1,OPENCL_API_CALL,11
44,43,6633.620163,1,OPENCL_API_CALL,11
45,0,6633.620437,1,OPENCL_API_CALL,11
46,45,6633.621014,1,OPENCL_API_CALL,11
47,0,6633.621284,1,OPENCL_API_CALL,11
48,47,6633.621628,1,OPENCL_API_CALL,11
49,0,6633.622442,2,OPENCL_API_CALL,12
50,49,6633.640195,2,OPENCL_API_CALL,12
51,0,6633.641082,1,OPENCL_API_CALL,13
52,51,6633.642207,1,OPENCL_API_CALL,13
53,0,6633.642662,1,OPENCL_API_CALL,13
54,53,6633.643325,1,OPENCL_API_CALL,13
55,0,6633.643634,1,OPENCL_API_CALL,13
56,55,6633.644027,1,OPENCL_API_CALL,13
57,0,6633.644311,1,OPENCL_API_CALL,13
58,57,6633.644741,1,OPENCL_API_CALL,13
59,0,6633.645021,1,OPENCL_API_CALL,13
60,59,6633.645477,1,OPENCL_API_CALL,13
61,0,6633.645740,1,OPENCL_API_CALL,13
62,61,6633.646040,1,OPENCL_API_CALL,13
63,0,6633.652883,1,OPENCL_API_CALL,14
64,63,6633.654453,1,OPENCL_API_CALL,14
65,0,6633.655001,1,OPENCL_API_CALL,14
66,65,6633.655811,1,OPENCL_API_CALL,14
67,0,6633.656185,1,OPENCL_API_CALL,14
68,67,6633.657098,1,OPENCL_API_CALL,14
69,0,6633.657400,1,OPENCL_API_CALL,14
70,69,6633.657900,1,OPENCL_API_CALL,14
71,0,6633.658225,1,OPENCL_API_CALL,14
72,71,6633.658865,1,OPENCL_API_CALL,14
73,0,6633.659153,1,OPENCL_API_CALL,14
74,73,6633.659587,1,OPENCL_API_CALL,14
75,0,6633.659898,1,OPENCL_API_CALL,14
76,75,6633.660354,1,OPENCL_API_CALL,14
77,0,6633.660641,1,OPENCL_API_CALL,14
