,upperThresh_c_U,2,ScalarPro
,lowerThresh_c_U,2,ScalarPro
,x_sobel_V_U,3,Stream
,y_sobel_V_U,3,Stream
,y_sobel_7_V_U,3,Stream
,magnitude_V_U,3,Stream
,tangent_y_V_U,3,Stream
,tangent_x_225_V_U,3,Stream
,tangent_x_675_V_U,3,Stream
