INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
make: 'csim.exe' is up to date.
INPUTS
Printing FFT Output
   0	523776.000000	0.000000
   1	-512.005615	166885.593750
   2	-512.007813	83442.015625
   3	-511.957611	55627.125000
   4	-512.013550	41719.429688
   5	-511.988892	33374.605469
   6	-511.982452	27811.201172
   7	-511.983673	23837.171875
   8	-512.004395	20856.572266
   9	-512.034058	18538.152344
  10	-511.996338	16683.378906
  11	-511.993256	15165.724609
  12	-511.989838	13900.890625
  13	-512.010864	12830.570313
  14	-511.989929	11913.085938
  15	-512.012939	11117.864258
  16	-512.004150	10422.003906
  17	-511.986298	9807.916016
  18	-512.015320	9262.003906
  19	-511.994019	8773.517578
  20	-511.999481	8333.833984
  21	-512.002258	7935.962891
  22	-511.997375	7574.219727
  23	-511.993530	7243.860840
  24	-511.996643	6941.017578
  25	-512.012573	6662.337891
  26	-512.003906	6405.070313
  27	-512.002441	6166.825195
  28	-511.993561	5945.540039
  29	-512.007324	5739.507813
  30	-512.006348	5547.143555
  31	-511.979919	5367.174805
  32	-512.001709	5198.424316
  33	-512.017822	5039.854004
  34	-511.993683	4890.593750
  35	-511.989624	4749.841797
  36	-512.006714	4616.850098
  37	-512.001343	4491.048340
  38	-511.997559	4371.819336
  39	-511.989868	4258.684082
  40	-512.000427	4151.188477
  41	-512.001465	4048.895752
  42	-512.001038	3951.464844
  43	-511.997803	3858.532959
  44	-511.999512	3769.803955
  45	-512.000854	3684.984131
  46	-511.996155	3603.836914
  47	-512.003296	3526.118652
  48	-511.997437	3451.624512
  49	-511.994232	3380.139648
  50	-512.005432	3311.494141
  51	-511.995758	3245.524902
  52	-512.001709	3182.072021
  53	-511.999725	3120.999023
  54	-512.001282	3062.158447
  55	-511.995575	3005.434082
  56	-511.996429	2950.724121
  57	-512.000488	2897.916016
  58	-512.003784	2846.916992
  59	-512.001587	2797.618164
  60	-512.003113	2749.943359
  61	-511.992493	2703.814453
  62	-511.990112	2659.166992
  63	-512.027222	2615.930176
  64	-512.000610	2573.998779
  65	-511.981049	2533.376953
  66	-512.008850	2493.918701
  67	-512.004761	2455.645508
  68	-511.996307	2418.497070
  69	-511.997528	2382.402344
  70	-511.994965	2347.326660
  71	-511.997803	2313.212891
  72	-512.002686	2280.035156
  73	-512.001587	2247.755127
  74	-512.001160	2216.339355
  75	-512.001709	2185.740234
  76	-511.998413	2155.928711
  77	-512.001343	2126.880371
  78	-511.994965	2098.564941
  79	-512.001709	2070.952148
  80	-512.000244	2044.019775
  81	-511.996460	2017.733887
  82	-512.000793	1992.075439
  83	-512.000671	1967.026978
  84	-512.001221	1942.562256
  85	-512.001648	1918.657715
  86	-511.999146	1895.297607
  87	-511.996887	1872.458008
  88	-512.000366	1850.133057
  89	-512.002686	1828.287598
  90	-512.000061	1806.923340
  91	-511.999817	1786.016357
  92	-511.997925	1765.548096
  93	-512.003418	1745.516357
  94	-512.001831	1725.887695
  95	-511.991760	1706.668213
  96	-511.999176	1687.838623
  97	-512.004395	1669.380371
  98	-511.997040	1651.293213
  99	-511.997620	1633.564453
 100	-512.002319	1616.165771
 101	-512.000977	1599.114258
 102	-511.997894	1582.377319
 103	-511.996033	1565.958252
 104	-512.000977	1549.845215
 105	-511.998505	1534.028076
 106	-512.000122	1518.502441
 107	-512.000366	1503.252197
 108	-512.000732	1488.275635
 109	-512.001587	1473.559570
 110	-511.997314	1459.106201
